"";"X.dep_18";"X.dep_22";"X.dep_36";"X.dep_48";"X.dep_75"
"mandat";-2,1841;0,3124;2,1404;1,4744;-0,4188
"péril";0,4418;-1,4525;0,3768;-0,6622;0,9872
"carbon";-0,2678;-0,2003;-0,1554;-0,0718;0,5545
"adapter";5,8957;1,8238;4,2197;3,221;-11,6425
"salarie";1,1889;-0,2281;0,2242;-0,1823;-0,5973
"vain";-0,5791;-1,6683;-0,2864;0,6311;1,4589
"liber";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"ponctionné";-0,2156;1,2286;0,2598;0,5108;-1,1466
"rassemblement";0,4246;0,7864;-0,3545;-0,591;-0,4944
"extraction";-0,4649;1,1046;0,6425;-0,2587;-0,8223
"dévouer";-0,4119;-0,3951;-0,239;-0,1105;1,0269
"vigilance";-0,2909;2,6464;-0,3623;0,6829;-1,9454
"ariane";0,4229;-0,4485;-0,1195;-0,0552;0,3713
"apiculture";-0,2266;0,5307;-0,1315;2,0892;-0,8929
"évoquer";-0,3602;1,4437;-1,1461;-1,2347;-0,3539
"honnête";4,6108;1,1138;1,1246;1,4679;-5,8441
"concessionnaire";-0,3822;-1,8837;0,9776;-0,232;1,0348
"surloyer";0,2932;-0,6728;-0,1793;-0,0829;0,6842
"cordon";0,391;1,0676;-0,1315;-0,0608;-0,8929
"salarié";-3,3733;0,9074;0,9142;-0,7077;0,5575
"pressant";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"désherbant";1,6859;4,9496;0,3124;0,7551;-6,875
"immédiat";0,999;0,7227;-0,7753;-0,8676;-0,573
"format";-0,3497;-3,83;-0,6576;-0,8341;4,0816
"régressif";-0,5767;-0,3254;-0,3346;0,5234;0,6676
"intituler";1,5481;-0,9386;0,5992;-0,3535;-0,4011
"redynamisation";0,8593;-0,3254;0,7552;-0,1547;-0,607
"structure";-0,9262;2,0269;-0,8804;-0,527;-0,5078
"laboratoire";0,7946;0,8136;1,4867;1,0456;-2,491
"nationalisation";1,5246;0,2862;-0,1958;0,579;-1,1004
"dépasser";-0,7475;1,5282;-2,5919;0,4416;0,2995
"intrusion";-0,5973;-0,3483;-0,3466;0,5108;0,7172
"exhorbitants";0,9309;0,9781;0,2915;-0,1436;-1,4283
"couleur";2,076;-0,6311;-0,2648;-0,9939;-0,4284
"substitutives";-1,38;0,4755;0,9624;-0,3701;0,2732
"contribuer";-3,3716;-3,4289;-1,9762;-2,1771;9,3097
"creusement";1,2574;-0,3654;-0,2271;-0,1049;-0,324
"teletravail";-0,3914;-0,8522;6,387;-0,1049;-1,3377
"turquie";0,2493;-0,3899;-0,7529;0,2587;0,597
"astreinte";-0,5973;0,5001;0,2598;-0,1602;0,2594
"terrorisme";-1,8495;3,0489;-0,6372;-0,6993;-0,608
"pyrénées";-0,7003;0,3652;0,2163;1,1633;-0,3566
"inaptitude";-0,4737;0,4025;-0,2749;-0,127;0,4373
"unique";-1,2855;-3,5029;-1,6332;-1,2362;6,2493
"arretent";-0,4943;-0,239;-0,2868;0,58;0,4807
"épisode";-0,627;-0,8;-0,2637;1,0989;0,674
"auprès_de";2,6417;0,2963;-0,8484;-0,4763;-0,7879
"complexe";-1,8581;-3,3745;-2,0461;0,4274;5,8066
"briser";-0,3283;0,4926;0,2687;-0,5745;0,2637
"chevaucher";-0,5149;1,5119;-0,2988;-0,1381;-0,5125
"moral";1,7143;-0,6554;0,4678;-0,3726;-0,5679
"people";-0,9269;-1,2477;-0,1846;-0,2486;2,1893
"transaction";1,0018;0,4725;-0,327;-0,2616;-0,763
"fourrer";0,8692;-0,226;-0,1673;-0,0773;-0,3088
"désastreux";-0,4583;0,347;0,7175;-1,2981;0,343
"léguer";-1,2976;-1,3346;0,29;1,3394;1,0681
"gaspi";0,9479;-0,6301;1,6418;0,3993;-0,9818
"coller";9,8254;3,8547;10,3949;3,9616;-26,524
"délivrer";-2,1098;-0,3388;-1,8178;0,3086;1,9231
"stupidité";-0,3822;-0,6862;0,9776;-0,232;0,4905
"délibératif";-1,8744;-0,3385;-0,5387;-0,5026;1,7168
"mobilisable";-0,2884;-0,226;-0,1673;1,8815;-0,3088
"émigré";-0,7881;0,7872;0,9161;-0,8396;-0,4324
"ristourne";-0,5355;0,322;-0,3107;-0,1436;0,5717
"cartouche";-0,1587;1,5945;-0,2868;-0,1326;-0,8606
"mutiler";-0,4737;-0,4872;-0,2749;-0,127;1,2419
"substantiellement";-0,4325;-0,4254;-0,251;-0,116;1,0979
"tese";-0,7209;-0,8878;-0,4183;-0,1933;2,1454
"nouveauté";2,1147;-1,8917;0,2973;-0,3425;0,2806
"panorama";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"halle";1,1227;-0,4485;-0,1195;-0,0552;-0,2406
"sécuritaire";0,2638;0,4745;-0,4661;0,4078;-0,3653
"tafta";0,5394;-0,2189;-0,2749;-0,127;0,2378
"parasitaire";0,391;-0,4934;-0,1315;-0,0608;0,4306
"spolier";-0,2896;-0,8878;-0,4183;0,4446;1,0357
"désinformation";0,3049;-1,567;-0,6165;-0,5524;1,8082
"cendrier";-0,3551;-1,0655;-0,4781;-0,2209;1,8398
"ameublement";-0,2678;0,4325;-0,1554;-0,0718;0,2512
"éparpiller";-0,628;0,9185;-0,7051;-0,3259;0,3327
"pese";-0,206;-0,4485;0,6188;-0,0552;0,3713
"graduel";0,3412;-0,445;-0,3944;-0,1823;0,6071
"creant";-0,3502;0,6393;-0,2032;0,7112;-0,4149
"panels";-0,7003;-0,4703;-0,4063;0,4546;0,9804
"préoccupant";0,4235;-0,6224;0,3752;-0,4805;0,4616
"certitude";0,2629;2,8346;-0,3801;1,9036;-2,8359
"liberal";-0,206;0,1911;-0,1195;-0,0552;0,3713
"conséquent";2,4774;2,2561;-0,3754;0,8887;-4,0192
"malveillance";0,2569;-0,7625;1,1161;-0,0939;0,2109
"dealer";-0,2051;0,4755;-0,343;0,2415;-0,3307
"etrangères";0,3565;1,0559;-0,3824;-0,1768;-0,6473
"metaux";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"protester";-0,5532;-0,2509;-0,6454;0,3038;0,7039
"détenu";-0,3483;0,4706;-0,7913;-0,2364;0,3909
"proche";2,918;3,3367;2,4876;4,9904;-11,0287
"fastueux";1,6084;-0,226;1,2676;-0,0773;-1,518
"sous_effectif";-0,2678;-0,2003;0,5218;-0,0718;0,2512
"avalanche";1,4511;-0,2797;-0,1912;-0,0884;-0,4699
"parenté";-0,5355;-1,1661;-0,3107;-0,1436;2,2991
"paraphraser";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"méthanisation";-0,6062;6,5441;0,7109;-0,1469;-4,7287
"désertifient";1,6332;0,3735;0,3157;1,4357;-2,1537
"prévoyant";-1,7428;-1,5107;-0,8512;-0,696;4,0682
"emmerder";1,7081;0,5432;0,8632;1,184;-2,6507
"interprétation";-0,4202;1,0124;1,4227;0,3691;-1,3649
"paralysant";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"surpayer";0,7948;-0,3718;0,2503;0,4987;-0,5092
"manette";-0,2678;-0,5831;-0,1554;-0,0718;1,1495
"tesla";0,82;-0,6728;0,4708;-0,0829;-0,2672
"géo";0,3726;-0,7496;0,2412;-0,1712;0,523
"mutuel";3,9166;-1,0601;0,7202;0,2877;-1,1226
"ardeur";0,2932;-0,6728;-0,1793;-0,0829;0,6842
"abscons";-0,3959;-0,4199;0,4864;0,3755;0,3462
"imiter";0,4122;0,4561;-0,8127;0,6729;-0,4328
"regorger";-0,2156;0,5001;0,7316;0,5108;-0,8225
"difficilement";1,0246;-1,1685;0,7397;-0,5546;0,3413
"scruter";0,2743;-0,2797;-0,1912;-0,0884;0,3841
"inverser";-0,3228;-0,2651;0,2639;0,3918;0,2769
"adéquat";-0,6982;-0,409;-0,4325;-0,3655;0,9026
"fichu";-0,5767;0,278;0,2698;-0,1547;0,4057
"joignables";-0,7415;0,3222;0,2016;-0,1988;0,4861
"apparent";0,6425;-0,2859;0,7787;-0,591;-0,4944
"reprise";0,4672;1,0461;0,8531;-1,018;-1,0825
"particularité";-0,2659;0,4222;-0,5626;-0,3203;0,368
"coquille";-0,2396;1,1103;-0,3705;-0,1712;-0,4662
"marginalisation";-0,3296;-0,7176;-0,1912;-0,0884;1,4148
"appartenir";0,5463;1,2007;-0,303;-0,2972;-1,0963
"reportage";0,3734;-0,7205;0,6192;-0,1702;0,3342
"instable";-0,1978;0,3247;-0,3352;0,2456;0,2547
"moderniser";-0,827;-0,99;-0,3475;-1,4597;1,9906
"bêtement";-0,3598;0,5605;0,612;-0,348;-0,4273
"vraisemblable";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"décarbonisation";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"intermodaux";-0,8857;-1,1744;-0,5139;-0,2375;2,7726
"fâcheux";-0,4531;0,7858;0,9241;-0,1215;-0,685
"fpe";3,1127;-0,4485;-0,1195;2,1727;-2,3824
"décloisonner";-0,5532;-0,2509;0,7429;-0,2983;0,3447
"démission";-0,9816;-0,8412;-0,4892;-0,4334;1,8547
"fpt";1,3162;-0,3718;-0,3585;0,4987;-0,5092
"prêcheur";0,514;-0,239;0,8619;-0,1326;-0,5646
"fps";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"irrégularité";-0,1697;-0,2597;0,8332;0,5648;-0,5125
"africain";-1,2201;-1,6491;0,2915;1,9951;1,2088
"spot";0,7134;1,2418;0,6886;-0,4773;-1,5706
"distendre";-0,4325;-0,9419;-0,251;-0,116;1,857
"date";0,317;0,2963;-0,9236;-0,7099;0,6153
"forestier";0,3791;0,2636;-0,1951;1,265;-0,623
"inopérant";-1,0917;-0,4027;0,7595;0,3095;0,4704
"noyer";0,546;1,7796;0,6916;-0,2422;-2,0582
"agnostique";0,4902;0,3467;0,3033;0,5648;-0,7887
"jusque_là";1,1227;-0,4485;-0,1195;-0,0552;-0,2406
"pareil";-0,5255;0,6351;1,3992;-0,2843;-0,7679
"tache";0,2856;3,3976;-1,194;0,4204;-1,8442
"tondre";1,2574;0,546;-0,2271;-0,1049;-0,9168
"douteux";-1,6983;1,2154;-0,9884;-0,5257;0,5377
"défavorisé";-1,2488;1,1914;-1,1627;0,5298;0,3183
"epi";-0,4325;-0,9419;-0,251;-0,116;1,857
"possibilité";-0,6531;1,1387;-0,8248;0,8317;-0,5398
"cotiser";0,9292;-0,7242;1,2616;-0,2569;-0,587
"revers";1,4114;-0,6488;-0,3346;1,3134;-0,607
"dilatoire";-0,5973;3,5454;-0,3466;-0,1602;-1,5281
"bonbon";0,2743;0,693;-0,1912;-0,0884;-0,4699
"éloquent";-0,309;-0,6728;0,4708;-0,0829;0,6842
"réinstaurer";1,1115;-0,3033;-0,2718;0,3133;-0,581
"container";3,3178;0,9712;0,7672;-0,5965;-3,1205
"monopolisation";0,3371;0,4325;-0,1554;-0,0718;-0,3573
"menuiseries";1,5165;-0,5831;-0,3107;2,3745;-1,044
"renvoit";0,3141;0,3918;-0,1673;-0,0773;-0,3088
"maitrisée";0,5197;-0,3406;0,3124;0,2726;-0,3692
"âne";0,4265;2,3559;-0,3346;0,5234;-2,0955
"invalidation";-0,7003;-0,4703;0,628;0,4546;0,4152
"préféré";-0,5355;-0,281;-0,3107;-0,1436;0,9291
"illogique";0,683;-0,4703;0,2163;-0,1878;0,2517
"impressionnant";-0,3285;0,5013;-0,1402;0,4165;-0,397
"défavorise";-0,2678;-0,2003;-0,1554;-0,0718;0,5545
"parallèlement";0,5218;-0,2688;0,5459;0,9809;-0,7959
"crever";1,6817;1,0547;0,3678;-0,1584;-2,1218
"focaliser";-0,3715;-1,3378;0,8246;-0,328;0,8548
"aveugle";1,3386;-0,9944;0,5274;-0,1871;-0,3778
"gafa";-1,4392;-1,077;-0,6965;-0,8736;2,652
"recompense";0,3371;-0,5831;-0,1554;-0,0718;0,5545
"raisonné";-0,2761;0,3256;-0,1808;1,1426;-0,4952
"décrédibilisent";0,2743;0,3234;1,1628;-0,0884;-0,8045
"habitation";47,0499;23,245;52,6365;0,6191;-119,7055
"vote";0,3181;-0,6842;-0,5806;0,5582;0,6124
"crous";0,8942;-0,6157;0,7799;-0,1491;-0,4221
"abnégation";-0,2472;-0,1754;-0,1434;-0,0663;0,4918
"disfonctionnements";-0,206;0,5907;-0,1195;-0,0552;-0,2406
"grand_mère";1,1002;0,7858;-0,2629;0,6125;-1,4384
"lépine";-0,4737;-1,0316;-0,2749;-0,127;2,0338
"copinages";0,3128;-0,8878;0,6098;1,1413;-0,3258
"photographie";-0,4325;-0,1807;-0,251;-0,116;0,6408
"clairvoyance";-0,2266;-0,1516;-0,1315;-0,0608;0,4306
"savant";-0,6591;0,414;0,6668;-0,1768;-0,2578
"reconduites";-0,2845;-1,313;-0,4222;0,2045;1,3908
"mandant";0,2564;-0,3033;0,563;-0,2891;-0,2887
"corail";-0,3502;-0,7625;-0,2032;-0,0939;1,5033
"vélo";-0,3316;4,2529;-2,0085;-0,7497;-1,3515
"amazonie";-0,4119;-0,897;0,3734;-0,1105;1,0269
"ratificatoire";-0,2266;-0,1516;-0,1315;-0,0608;0,4306
"bitume";1,5733;1,0361;-0,2988;-0,1381;-1,5376
"take";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"poster";-0,3024;-0,2808;-0,4303;-0,1988;0,7414
"subvention";-0,8141;-1,6805;-1,8606;-0,386;3,1474
"monoparentalité";-0,2266;-0,4934;-0,1315;0,8842;0,4306
"independance";-0,2678;-0,5831;0,5218;-0,0718;0,5545
"realiste";-0,206;-0,4485;0,6188;-0,0552;0,3713
"abus";0,3183;-3,514;-0,7604;-1,4872;3,6784
"personnage";0,7284;0,3681;1,1214;1,0538;-1,608
"excéder";-0,67;0,2893;0,3606;-0,1613;0,383
"chronophage";0,5197;0,4266;0,3124;-0,3314;-0,5149
"éditer";-0,2386;-0,2109;0,7941;0,8665;-0,6602
"archi";-0,2884;-0,226;-0,1673;-0,0773;0,6187
"égalitaires";2,1982;-0,5312;-0,2046;0,3402;-0,7945
"affirmer";-1,0862;-0,3174;-0,5176;-0,6433;1,1297
"occidental";-2,3327;0,4366;0,511;0,461;0,489
"cochon";-0,3914;0,546;-0,2271;-0,1049;0,2792
"infaillible";-0,206;0,1911;-0,1195;-0,0552;0,3713
"amorcer";-0,5979;-0,2942;0,6958;0,2876;0,2886
"axe";-0,4389;-2,6715;-0,3388;-0,225;2,2505
"mince";-0,148;1,1646;-0,2749;0,5958;-0,9392
"surendettement";-0,5979;0,7154;-0,6812;-0,3148;0,4216
"fibre";3,8464;4,5768;0,4456;4,7401;-12,0006
"différend";-0,3502;-0,7625;-0,2032;1,7178;0,4323
"cumuls";-0,3687;2,6834;-0,3178;0,8002;-1,9867
"différent";0,3277;0,7253;0,4917;-0,5122;-0,658
"ex_ministre";-0,206;0,1911;-0,1195;-0,0552;0,3713
"désocialisation";0,3141;-0,6279;0,4952;-0,0773;0,2934
"cif";0,2263;1,4848;-0,2271;-0,1049;-0,9168
"cie";-0,3914;0,245;-0,2271;1,6256;-0,324
"coquelicot";0,3625;0,4784;-0,1434;-0,0663;-0,4142
"horaire";10,9987;10,2056;3,8965;0,87;-26,2888
"visiteur";-1,38;-1,022;-0,343;-0,3701;2,4975
"révoltant";-0,5238;0,875;-0,6215;-0,2872;0,2976
"gout";0,2411;0,3558;1,0171;-0,3535;-0,5486
"héroïque";0,2932;-0,6728;1,2131;-0,0829;-0,2672
"gouv";-1,8348;-0,6379;-1,0017;-0,5516;2,4148
"us";-1,867;0,3887;-0,4872;-1,1048;1,2877
"reelles";-0,3502;-0,3077;-0,2032;1,7178;0,2109
"restituer";0,6425;0,7864;0,2534;-0,2164;-0,9283
"moitié";-1,2194;-0,8991;-1,0783;-1,0752;2,6321
"coopératif";0,4896;0,2952;-0,7257;-0,8838;0,4555
"cir";-0,7356;-0,4421;-0,7888;-0,3646;1,539
"ui";0,2002;0,4681;-0,251;-0,116;-0,253
"aberration";-0,6213;1,5315;-0,73;1,3404;-0,9187
"lucidité";-0,2038;0,5329;-0,3346;-0,1547;0,2322
"jete";-0,206;0,1911;-0,1195;-0,0552;0,3713
"regional";0,2232;2,624;-0,5139;-0,2375;-1,3796
"boursier";2,6823;0,8328;2,1753;-0,72;-3,3865
"revalorisations";-0,2678;0,8918;-0,1554;0,817;-0,6866
"hébergeur";-0,2884;-0,6279;-0,1673;-0,0773;1,238
"deduction";0,5953;1,3127;0,3576;-0,116;-1,5603
"mutualisation";1,0276;0,8479;-0,6611;1,4657;-1,4835
"balcon";-1,5242;-0,3955;-0,8844;-0,4087;1,9647
"ants";1,8334;9,995;0,4063;-0,1441;-11,126
"besoin";2,3984;0,9416;0,6958;-0,4611;-2,3506
"ante";-0,3296;-0,7176;-0,1912;-0,0884;1,4148
"prud";-0,2519;-0,4202;-0,3824;-0,1768;0,8723
"inclusif";-0,4217;-0,9917;-1,0995;-0,5082;2,1249
"combiner";-1,8312;-2,5273;-0,8977;0,3061;4,3777
"votations";0,6887;-0,7432;1,7081;-0,5414;-0,473
"vacation";2,2838;-0,5507;-0,2988;-0,1381;-0,5125
"influence";0,4116;0,4574;0,4552;0,75;-0,7933
"ostéopathie";-0,1923;0,2992;-0,3227;-0,1491;0,3692
"jardinage";3,0803;3,1876;1,0414;1,8172;-8,3698
"arnaquer";1,2015;0,5054;0,3734;-0,1105;-1,2233
"affaiblissement";-0,4804;0,2735;-0,5856;-0,2707;0,7521
"percevoir";2,3279;7,6929;0,5429;-2,3063;-7,2705
"chrétienté";-0,2472;-0,1754;-0,1434;-0,0663;0,4918
"universaliser";-0,2266;-0,4934;0,583;-0,0608;0,4306
"traine";0,3412;0,3888;-0,3944;0,465;-0,3902
"mutualisés";1,8212;-0,7838;0,2325;-0,1768;-0,4266
"vacant";-1,215;-0,737;0,8656;1,6232;0,3855
"libre_échange";-0,3686;-0,658;-0,1588;1,8225;0,2935
"dubitatif";0,6262;-0,3951;0,3734;-0,1105;-0,2863
"lingette";-0,4531;1,7773;-0,2629;-0,1215;-0,685
"françafrique";-0,2678;-0,2003;-0,1554;0,817;0,2512
"invendu";0,2493;-0,3899;-0,3124;-0,348;0,597
"clan";-0,5355;-0,281;-0,3107;-0,1436;0,9291
"neutralisation";-0,2266;-0,1516;-0,1315;-0,0608;0,4306
"bail";-0,4779;-5,2787;-1,733;-0,8009;6,5464
"fossile";-0,4338;2,0028;1,6356;0,3163;-2,2167
"danone";0,2932;-0,2525;-0,1793;-0,0829;0,3378
"télémédecine";1,0922;-1,4336;-0,2183;0,8804;0,2541
"laisser";5,1252;1,8692;1,0429;0,8013;-6,4702
"époque";-0,3407;0,3881;1,1886;-0,7171;-0,4844
"ressortissant";0,6367;-1,0697;-0,5335;0,4812;0,6173
"racial";-0,8333;-2,4067;0,4316;0,81;1,6861
"tube";-0,2038;0,278;-0,3346;-0,1547;0,4057
"intervenir";0,3387;-0,5959;-0,8176;1,3606;0,4357
"contingent";0,2263;-0,8522;1,0319;-0,1049;0,2792
"ration";0,2569;0,2945;-0,2032;-0,0939;0,2109
"génération";-3,062;-0,4835;-0,7272;-0,48;2,3301
"ratios";0,4146;0,2891;0,8498;-0,2651;-0,5838
"arretant";-0,2678;-0,2003;0,5218;-0,0718;0,2512
"eclairage";0,2263;-0,3654;1,0319;1,6256;-0,9168
"acb";-0,206;8,1145;-0,1195;-0,0552;-5,6907
"economique";-1,321;-3,5018;-0,7664;-0,437;4,8869
"acs";0,5665;-0,9867;-0,2629;-0,1215;0,6962
"acv";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"act";-0,3296;0,3234;-0,1912;-0,0884;0,3841
"berger";-0,5385;2,8215;-0,6334;-0,2927;-1,016
"partiel";-0,7103;-0,4453;-0,7834;-0,917;1,3292
"reflexion";0,2871;-1,6595;1,1049;0,4256;0,3329
"image";-0,9404;-1,5252;-0,5169;-1,9021;2,962
"rectification";0,6581;-0,2627;0,2088;-0,1933;-0,3258
"remunerations";-0,1809;1,969;-0,3107;-0,1436;-1,044
"détergent";-0,3296;-0,7176;-0,1912;-0,0884;1,4148
"déséquilibrer";0,7191;-0,5545;0,8307;-0,2707;-0,3809
"prigent";-0,206;8,1145;-0,1195;-0,0552;-5,6907
"emprisonnement";-0,2201;0,8668;-0,8246;-0,3811;-0,2899
"répondre";-2,3741;0,9384;2,8174;-0,7828;-0,5237
"néolibéralisme";-0,6179;0,2402;-0,3585;0,4987;0,4826
"impossibilité";0,4256;-0,4461;-0,7941;-0,4529;0,6361
"démarrer";0,6821;0,2819;-1,6852;0,2731;0,3298
"exergue";0,3377;0,8073;0,3637;-0,2983;-0,7377
"communément";0,7333;-0,3077;-0,2032;-0,0939;0,2109
"présenter";-0,9806;0,7749;-2,3567;-0,593;0,9472
"ab";0,82;0,7524;-0,1793;-0,0829;-0,8995
"ad";0,4146;-0,8612;-0,2046;-0,2651;0,7121
"ag";-0,7827;-1,7043;-0,4542;-0,2099;3,3602
"tunisien";0,4229;0,5907;-0,1195;-0,0552;-0,5605
"am";1,2015;-0,3951;-0,239;-0,1105;-0,2863
"al";-0,3598;0,5605;-0,3124;-0,348;0,3009
"ar";0,2949;2,0134;1,6873;-0,3204;-2,571
"spatial";-0,2673;-0,6757;-0,2463;0,8268;0,5005
"depense";-0,4695;-0,813;-0,606;0,9559;0,8576
"herbe";0,5673;0,989;-0,2679;-0,3148;-0,8163
"a1";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"a4";0,2932;0,3557;-0,1793;-0,0829;-0,2672
"annee";0,8338;-0,6549;-0,9203;-0,4253;0,6606
"superieur";-0,2643;0,3888;0,647;-0,1823;-0,3902
"cpe";0,391;0,5307;0,583;-0,0608;-0,8929
"cpf";-2,1216;-0,2448;-0,6429;0,4266;1,1108
"islamisme";-0,6554;-1,5601;-0,2036;-0,6297;2,1318
"cpp";-0,6385;-1,3904;-0,3705;-0,1712;2,7412
"rechercher";1,1394;2,4392;-0,6804;0,4153;-2,4085
"salubre";0,7648;-0,1954;0,2412;-0,1712;-0,4662
"décarboné";-0,2884;-0,6279;0,4952;-0,0773;0,6187
"diplômer";0,6504;-0,5157;0,2443;-0,3866;0,3331
"dévoyé";0,4122;0,2961;-0,3507;0,6729;-0,4328
"physiquement";-0,3259;1,9901;-0,3191;-0,3058;-1,1267
"émergentes";1,1227;-0,4485;-0,1195;2,1727;-1,0234
"bocage";1,2023;0,8529;1,6025;-0,3369;-2,2863
"condition";2,0666;-1,0687;1,2026;0,4048;-0,7929
"50k";-0,2472;-0,5382;0,5509;-0,0663;0,4918
"2ème";1,3945;-0,3792;-0,2466;-0,3535;-0,5333
"deja";0,2777;-0,8732;3,0073;-0,6192;-0,4123
"eple";-0,9681;-2,108;-0,1978;-0,2596;3,0911
"verbalisation";-0,7881;-4,6316;-0,3911;-0,8396;5,151
"respiratoire";0,275;-2,9231;-1,2672;-0,8811;3,5044
"tardif";0,3275;1,1782;-0,9083;0,6027;-0,8229
"autosuffisance";-0,2038;2,3559;-0,3346;1,3134;-2,0955
"monogamie";-0,206;0,1911;-0,1195;-0,0552;0,3713
"apprêter";-0,3502;-0,3077;-0,2032;-0,0939;0,8185
"presqu";0,2263;-0,3654;-0,2271;0,6682;0,2792
"faîte";-0,2266;1,0676;1,463;-0,0608;-1,4366
"réattribuer";-0,206;0,1911;-0,1195;-0,0552;0,3713
"gagner";3,8654;24,7747;55,4109;-0,4934;-67,1989
"douceur";-0,4149;0,4561;-0,8127;0,2374;0,4138
"fast_food";-0,2111;-0,8612;-0,5737;0,3402;0,994
"agissant";-0,4237;-1,2477;-0,5378;0,3607;1,6269
"nomadisme";-0,2472;0,4784;-0,1434;0,8491;-0,4142
"biaisées";-0,287;-1,6608;-0,6693;0,2929;1,8163
"pick";-0,2884;-0,6279;-0,1673;-0,0773;1,238
"action";0,3071;-4,312;-11,1859;-2,0549;9,9808
"globalité";0,2973;-0,4793;-0,3178;-0,5579;0,6665
"illustré";-0,5149;0,6458;3,3038;-0,1381;-1,5376
"incriminer";-0,148;0,4025;-0,2749;-0,127;0,2378
"sensé";2,9786;1,2493;0,8638;-0,3887;-3,4966
"impacté";0,3264;-0,7008;-0,6573;1,4875;0,3695
"gangrener";-0,206;0,1911;-0,1195;-0,0552;0,3713
"baromètre";-0,2038;-0,3254;-0,3346;-0,1547;0,6676
"foultitude";-0,206;1,174;-0,1195;-0,0552;-0,5605
"rgpd";-0,4737;-0,4872;0,3289;-0,127;0,7529
"possession";-0,2594;-0,6683;-1,1553;0,8504;0,7627
"rgpp";-0,3708;0,5905;0,4082;0,6891;-0,6455
"rabot";0,2569;-0,7625;-0,2032;-0,0939;0,8185
"science";-1,0618;2,6075;-1,1756;-2,2868;-0,3637
"loup";-0,3927;-0,3131;-0,5217;1,5736;0,2816
"investiture";1,907;0,5307;-0,1315;-0,0608;-1,4366
"chancelière";-0,2266;-0,1516;0,583;-0,0608;0,1741
"prééminence";-0,7415;1,6735;-0,4303;-0,1988;-0,4682
"illustre";0,2529;-1,0655;0,5285;-0,2209;0,6407
"impacte";0,4896;0,6509;0,3578;1,2716;-1,2661
"incendie";-0,3965;-0,3672;0,5157;-0,7457;0,515
"information";-2,6172;-0,5648;-2,09;-4,5271;4,7291
"contaminer";0,3726;0,4408;0,2412;-0,1712;-0,4662
"coutumier";-0,206;-0,4485;0,6188;-0,0552;0,3713
"quote_part";-0,148;0,4025;0,8921;-0,127;-0,6219
"oeuf";1,2587;0,4767;1,1747;-0,21;-1,6263
"representant";-0,3708;-0,8073;0,4082;0,6891;0,4822
"retablir";1,7446;0,4706;-0,2078;-0,2422;-1,1678
"france";-0,3201;-13,176;-0,8034;-2,6048;11,6216
"bourrage";-0,309;0,3557;-0,1793;0,7602;-0,2672
"tagueur";-0,2472;-0,5382;0,5509;-0,0663;0,4918
"evaluations";0,3625;-0,5382;-0,1434;-0,0663;0,4918
"renfort";0,8632;-0,4199;-0,1715;-0,2375;-0,2601
"acheminement";-0,2111;-2,1528;-0,2046;-0,2651;1,8155
"lybie";0,5665;0,7858;-0,2629;-0,1215;-0,685
"remontant";-0,4531;0,7858;-0,2629;-0,1215;0,209
"tri";-0,8843;0,9988;-0,8662;1,3765;-0,4686
"bagnole";0,514;-0,239;0,8619;1,4357;-1,2246
"incohérence";0,2825;2,2835;0,5136;0,4266;-2,2635
"plaisance";0,5394;0,7357;0,3289;-0,127;-0,9392
"subit";1,7971;-0,1754;-0,1434;0,8491;-1,2722
"subir";1,1313;1,1596;-0,2988;0,2957;-1,5771
"reconditionnement";-0,1697;-1,1213;0,3033;-0,1381;0,8694
"multiplicateur";0,4229;0,1911;-0,1195;-0,0552;-0,2406
"week";-0,2678;-0,5831;3,4965;-0,0718;-0,6866
"fouiller";-0,2896;-1,5698;-0,4183;0,4446;1,5011
"tranchant";-0,3502;-0,7625;-0,2032;-0,0939;1,5033
"exorbitant";0,6456;1,4386;-0,3076;0,5219;-1,5879
"gâter";-0,2472;-0,1754;-0,1434;-0,0663;0,4918
"inconcevable";0,6341;0,4024;0,8948;0,2257;-1,0389
"véracité";-0,2275;0,2402;0,2503;1,2596;-0,5092
"viol";0,357;-0,3799;-0,8725;-0,4032;0,7249
"proposé";0,5757;-0,3915;-2,0438;-0,4337;0,7581
"attaque";-0,2782;-0,3333;-0,2829;0,9273;-0,3026
"tapage";-0,2051;-2,0865;-0,8007;0,2415;2,0032
"arable";2,5913;-0,658;0,5139;-0,2265;-0,9211
"livraison";-0,3143;-4,5465;-1,7161;-1,5245;5,7361
"halieutique";-0,3502;0,6393;-0,2032;-0,0939;0,2109
"w";-0,2768;1,3552;-0,4063;-0,1878;-0,551
"decideurs";0,4229;0,5907;-0,1195;-0,0552;-0,5605
"gazer";-0,3502;-0,7625;-0,2032;-0,0939;1,5033
